"Year,""Trade.Flow"",""Reporter"",""Commodity.Code"",""Trade.Value..US.."",""Group"""
"2019,""Exports"",""Belarus"",202,15411700,""Custom Union"""
"2019,""Imports"",""Kazakhstan"",202,210847,""Custom Union"""
"2019,""Exports"",""Kazakhstan"",202,211889,""Custom Union"""
"2019,""Imports"",""Kazakhstan"",202,244316,""Custom Union"""
"2019,""Exports"",""Kazakhstan"",202,75075,""Custom Union"""
"2019,""Imports"",""Kazakhstan"",202,290158,""Custom Union"""
"2019,""Exports"",""Kazakhstan"",202,56329,""Custom Union"""
"2019,""Imports"",""Kazakhstan"",202,235136,""Custom Union"""
"2019,""Exports"",""Kazakhstan"",202,159629,""Custom Union"""
"2019,""Imports"",""Kazakhstan"",202,259103,""Custom Union"""
"2019,""Exports"",""Kazakhstan"",202,54832,""Custom Union"""
"2019,""Imports"",""Kazakhstan"",202,443600,""Custom Union"""
"2019,""Exports"",""Kazakhstan"",202,148339,""Custom Union"""
"2019,""Imports"",""Kazakhstan"",202,195337,""Custom Union"""
"2019,""Exports"",""Kazakhstan"",202,61094,""Custom Union"""
"2019,""Imports"",""Kazakhstan"",202,215389,""Custom Union"""
"2019,""Exports"",""Kazakhstan"",202,35540,""Custom Union"""
"2019,""Imports"",""Kazakhstan"",202,282260,""Custom Union"""
"2019,""Exports"",""Kazakhstan"",202,104950,""Custom Union"""
"2019,""Imports"",""Kazakhstan"",202,327396,""Custom Union"""
"2019,""Exports"",""Kazakhstan"",202,139335,""Custom Union"""
"2019,""Imports"",""Kazakhstan"",202,662575,""Custom Union"""
"2019,""Exports"",""Kazakhstan"",202,5897,""Custom Union"""
"2019,""Imports"",""Kazakhstan"",202,642388,""Custom Union"""
"2019,""Exports"",""Kazakhstan"",202,1749,""Custom Union"""
"2020,""Imports"",""Belarus"",202,444800,""Custom Union"""
"2020,""Exports"",""Belarus"",202,12950300,""Custom Union"""
"2020,""Imports"",""Belarus"",202,444600,""Custom Union"""
"2020,""Exports"",""Belarus"",202,11815300,""Custom Union"""
"2020,""Imports"",""Belarus"",202,387200,""Custom Union"""
"2020,""Exports"",""Belarus"",202,11536200,""Custom Union"""
"2020,""Imports"",""Belarus"",202,364400,""Custom Union"""
"2020,""Exports"",""Belarus"",202,11928100,""Custom Union"""
"2020,""Imports"",""Belarus"",202,423500,""Custom Union"""
"2020,""Exports"",""Belarus"",202,12905000,""Custom Union"""
"2020,""Imports"",""Belarus"",202,393700,""Custom Union"""
"2020,""Exports"",""Belarus"",202,13498800,""Custom Union"""
"2020,""Imports"",""Belarus"",202,635800,""Custom Union"""
"2020,""Exports"",""Belarus"",202,14742600,""Custom Union"""
"2020,""Imports"",""Belarus"",202,431900,""Custom Union"""
"2020,""Exports"",""Belarus"",202,11736000,""Custom Union"""
"2020,""Imports"",""Belarus"",202,500900,""Custom Union"""
"2020,""Exports"",""Belarus"",202,11335300,""Custom Union"""
"2020,""Imports"",""Belarus"",202,403600,""Custom Union"""
"2020,""Exports"",""Belarus"",202,11134300,""Custom Union"""
"2020,""Imports"",""Belarus"",202,341700,""Custom Union"""
"2020,""Exports"",""Belarus"",202,10192500,""Custom Union"""
"2010,""Imports"",""Kazakhstan"",203,14879,""Custom Union"""
"2010,""Imports"",""Kazakhstan"",203,9277,""Custom Union"""
"2010,""Imports"",""Kazakhstan"",203,788,""Custom Union"""
"2011,""Exports"",""Belarus"",203,17525000,""Custom Union"""
"2011,""Imports"",""Belarus"",203,76900,""Custom Union"""
"2011,""Exports"",""Belarus"",203,19749800,""Custom Union"""
"2011,""Imports"",""Belarus"",203,1200,""Custom Union"""
"2011,""Exports"",""Belarus"",203,17248400,""Custom Union"""
"2011,""Exports"",""Belarus"",203,17443900,""Custom Union"""
"2011,""Exports"",""Belarus"",203,21161300,""Custom Union"""
"2011,""Imports"",""Belarus"",203,14700,""Custom Union"""
"2011,""Exports"",""Belarus"",203,20441400,""Custom Union"""
"2011,""Imports"",""Belarus"",203,5700,""Custom Union"""
"2011,""Exports"",""Belarus"",203,22408200,""Custom Union"""
"2011,""Imports"",""Belarus"",203,73900,""Custom Union"""
"2011,""Exports"",""Belarus"",203,13494700,""Custom Union"""
"2011,""Exports"",""Belarus"",203,11274900,""Custom Union"""
"2011,""Exports"",""Belarus"",203,11961100,""Custom Union"""
"2011,""Exports"",""Belarus"",203,7059300,""Custom Union"""
"2011,""Exports"",""Belarus"",203,3475300,""Custom Union"""
"2011,""Imports"",""Kazakhstan"",203,238,""Custom Union"""
"2011,""Imports"",""Kazakhstan"",203,383,""Custom Union"""
"2011,""Imports"",""Kazakhstan"",203,37559,""Custom Union"""
"2011,""Exports"",""Kazakhstan"",203,70446,""Custom Union"""
"2011,""Exports"",""Kazakhstan"",203,116827,""Custom Union"""
"2011,""Imports"",""Kazakhstan"",203,651,""Custom Union"""
"2011,""Exports"",""Kazakhstan"",203,35864,""Custom Union"""
"2011,""Imports"",""Kazakhstan"",203,1300,""Custom Union"""
"2011,""Exports"",""Kazakhstan"",203,145100,""Custom Union"""
"2011,""Imports"",""Kazakhstan"",203,17800,""Custom Union"""
"2011,""Imports"",""Kazakhstan"",203,1200,""Custom Union"""
"2011,""Exports"",""Kazakhstan"",203,221400,""Custom Union"""
"2011,""Imports"",""Kazakhstan"",203,23300,""Custom Union"""
"2011,""Imports"",""Kazakhstan"",203,7300,""Custom Union"""
"2011,""Imports"",""Kazakhstan"",203,180100,""Custom Union"""
"2012,""Imports"",""Belarus"",203,467800,""Custom Union"""
"2012,""Exports"",""Belarus"",203,9418200,""Custom Union"""
"2012,""Imports"",""Belarus"",203,135000,""Custom Union"""
"2012,""Exports"",""Belarus"",203,20853500,""Custom Union"""
"2012,""Exports"",""Belarus"",203,17438600,""Custom Union"""
"2012,""Imports"",""Belarus"",203,8876500,""Custom Union"""
"2012,""Exports"",""Belarus"",203,17043100,""Custom Union"""
"2012,""Imports"",""Belarus"",203,14802200,""Custom Union"""
"2012,""Exports"",""Belarus"",203,20565100,""Custom Union"""
"2012,""Imports"",""Belarus"",203,6849000,""Custom Union"""
"2012,""Exports"",""Belarus"",203,22564800,""Custom Union"""
"2012,""Imports"",""Belarus"",203,225000,""Custom Union"""
"2012,""Exports"",""Belarus"",203,25155800,""Custom Union"""
"2012,""Imports"",""Belarus"",203,8100,""Custom Union"""
"2012,""Exports"",""Belarus"",203,26974500,""Custom Union"""
"2012,""Imports"",""Belarus"",203,76900,""Custom Union"""
"2012,""Exports"",""Belarus"",203,19867800,""Custom Union"""
"2012,""Imports"",""Belarus"",203,87500,""Custom Union"""
"2012,""Exports"",""Belarus"",203,14171800,""Custom Union"""
"2012,""Imports"",""Belarus"",203,45200,""Custom Union"""
"2012,""Exports"",""Belarus"",203,10273400,""Custom Union"""
"2012,""Exports"",""Belarus"",203,12910100,""Custom Union"""
"2012,""Imports"",""Kazakhstan"",203,44340,""Custom Union"""
"2012,""Imports"",""Kazakhstan"",203,17380,""Custom Union"""
"2012,""Imports"",""Kazakhstan"",203,3700,""Custom Union"""
"2012,""Exports"",""Kazakhstan"",203,100400,""Custom Union"""
"2012,""Imports"",""Kazakhstan"",203,85950,""Custom Union"""
"2012,""Exports"",""Kazakhstan"",203,116000,""Custom Union"""
"2012,""Imports"",""Kazakhstan"",203,17330,""Custom Union"""
"2012,""Exports"",""Kazakhstan"",203,27500,""Custom Union"""
"2012,""Imports"",""Kazakhstan"",203,71750,""Custom Union"""
"2012,""Exports"",""Kazakhstan"",203,27870,""Custom Union"""
"2012,""Imports"",""Kazakhstan"",203,226530,""Custom Union"""
"2012,""Imports"",""Kazakhstan"",203,41300,""Custom Union"""
"2012,""Imports"",""Kazakhstan"",203,88650,""Custom Union"""
"2012,""Imports"",""Kazakhstan"",203,9520,""Custom Union"""
"2012,""Exports"",""Kazakhstan"",203,6570,""Custom Union"""
"2012,""Imports"",""Kazakhstan"",203,760,""Custom Union"""
"2012,""Imports"",""Kazakhstan"",203,19750,""Custom Union"""
"2012,""Exports"",""Kazakhstan"",203,19840,""Custom Union"""
"2013,""Exports"",""Belarus"",203,9470100,""Custom Union"""
"2013,""Imports"",""Belarus"",203,54500,""Custom Union"""
"2013,""Exports"",""Belarus"",203,6952200,""Custom Union"""
"2013,""Imports"",""Belarus"",203,3600,""Custom Union"""
"2013,""Exports"",""Belarus"",203,13862900,""Custom Union"""
"2013,""Imports"",""Belarus"",203,23600,""Custom Union"""
"2013,""Exports"",""Belarus"",203,13730500,""Custom Union"""
"2013,""Imports"",""Belarus"",203,68400,""Custom Union"""
"2013,""Exports"",""Belarus"",203,20461600,""Custom Union"""
"2013,""Imports"",""Belarus"",203,159900,""Custom Union"""
"2013,""Exports"",""Belarus"",203,15324600,""Custom Union"""
"2013,""Imports"",""Belarus"",203,163100,""Custom Union"""
"2013,""Exports"",""Belarus"",203,19277600,""Custom Union"""
"2013,""Imports"",""Belarus"",203,131000,""Custom Union"""
"2013,""Exports"",""Belarus"",203,15592200,""Custom Union"""
"2013,""Imports"",""Belarus"",203,26500,""Custom Union"""
"2013,""Exports"",""Belarus"",203,105200,""Custom Union"""
"2013,""Imports"",""Belarus"",203,203700,""Custom Union"""
"2013,""Exports"",""Belarus"",203,1073900,""Custom Union"""
"2013,""Exports"",""Belarus"",203,2142500,""Custom Union"""
"2013,""Exports"",""Belarus"",203,8989500,""Custom Union"""
"2013,""Imports"",""Kazakhstan"",203,16605,""Custom Union"""
"2013,""Exports"",""Kazakhstan"",203,9616,""Custom Union"""
"2013,""Imports"",""Kazakhstan"",203,7463,""Custom Union"""
"2013,""Exports"",""Kazakhstan"",203,35020,""Custom Union"""
"2013,""Imports"",""Kazakhstan"",203,88244,""Custom Union"""
"2013,""Exports"",""Kazakhstan"",203,44783,""Custom Union"""
"2013,""Imports"",""Kazakhstan"",203,7786,""Custom Union"""
"2013,""Exports"",""Kazakhstan"",203,12060,""Custom Union"""
"2013,""Imports"",""Kazakhstan"",203,43523,""Custom Union"""
"2013,""Imports"",""Kazakhstan"",203,48587,""Custom Union"""
"2013,""Imports"",""Kazakhstan"",203,71498,""Custom Union"""
"2013,""Imports"",""Kazakhstan"",203,84226,""Custom Union"""
"2013,""Imports"",""Kazakhstan"",203,46735,""Custom Union"""
"2013,""Exports"",""Kazakhstan"",203,21541,""Custom Union"""
"2013,""Imports"",""Kazakhstan"",203,49917,""Custom Union"""
"2013,""Imports"",""Kazakhstan"",203,79534,""Custom Union"""
"2013,""Exports"",""Kazakhstan"",203,784,""Custom Union"""
"2013,""Imports"",""Kazakhstan"",203,260264,""Custom Union"""
"2013,""Imports"",""Russian Federation"",203,138543,""Custom Union"""
"2013,""Re-imports"",""Russian Federation"",203,138543,""Custom Union"""
"2013,""Imports"",""Russian Federation"",203,94241,""Custom Union"""
"2013,""Re-imports"",""Russian Federation"",203,94241,""Custom Union"""
"2013,""Imports"",""Russian Federation"",203,778,""Custom Union"""
"2013,""Re-imports"",""Russian Federation"",203,778,""Custom Union"""
"2013,""Imports"",""Russian Federation"",203,578,""Custom Union"""
"2013,""Re-imports"",""Russian Federation"",203,578,""Custom Union"""
"2014,""Imports"",""Belarus"",203,35800,""Custom Union"""
"2014,""Exports"",""Belarus"",203,5060200,""Custom Union"""
"2014,""Imports"",""Belarus"",203,22600,""Custom Union"""
"2014,""Exports"",""Belarus"",203,4403400,""Custom Union"""
"2014,""Imports"",""Belarus"",203,271500,""Custom Union"""
"2014,""Exports"",""Belarus"",203,2209700,""Custom Union"""
"2014,""Imports"",""Belarus"",203,1370400,""Custom Union"""
"2014,""Exports"",""Belarus"",203,1840500,""Custom Union"""
"2014,""Imports"",""Belarus"",203,3046600,""Custom Union"""
"2014,""Exports"",""Belarus"",203,314500,""Custom Union"""
"2014,""Imports"",""Belarus"",203,439000,""Custom Union"""
"2014,""Exports"",""Belarus"",203,3269900,""Custom Union"""
"2014,""Imports"",""Belarus"",203,4874000,""Custom Union"""
"2014,""Exports"",""Belarus"",203,7566400,""Custom Union"""
"2014,""Imports"",""Belarus"",203,4831700,""Custom Union"""
"2014,""Exports"",""Belarus"",203,13529300,""Custom Union"""
"2014,""Imports"",""Belarus"",203,927200,""Custom Union"""
"2014,""Exports"",""Belarus"",203,9946100,""Custom Union"""
"2014,""Imports"",""Belarus"",203,1479000,""Custom Union"""
"2014,""Exports"",""Belarus"",203,9249000,""Custom Union"""
"2014,""Imports"",""Belarus"",203,313200,""Custom Union"""
"2014,""Exports"",""Belarus"",203,5400,""Custom Union"""
"2014,""Imports"",""Belarus"",203,501100,""Custom Union"""
"2014,""Exports"",""Belarus"",203,2300,""Custom Union"""
"2014,""Imports"",""Kazakhstan"",203,77835,""Custom Union"""
"2014,""Imports"",""Kazakhstan"",203,16411,""Custom Union"""
"2014,""Imports"",""Kazakhstan"",203,31438,""Custom Union"""
"2014,""Exports"",""Kazakhstan"",203,48474,""Custom Union"""
"2014,""Imports"",""Kazakhstan"",203,3272,""Custom Union"""
"2014,""Exports"",""Kazakhstan"",203,114520,""Custom Union"""
"2014,""Imports"",""Kazakhstan"",203,17376,""Custom Union"""
"2014,""Exports"",""Kazakhstan"",203,295623,""Custom Union"""
"2014,""Imports"",""Kazakhstan"",203,7510,""Custom Union"""
"2014,""Exports"",""Kazakhstan"",203,131519,""Custom Union"""
"2014,""Imports"",""Kazakhstan"",203,26706,""Custom Union"""
"2014,""Exports"",""Kazakhstan"",203,122414,""Custom Union"""
"2014,""Imports"",""Kazakhstan"",203,43691,""Custom Union"""
"2014,""Exports"",""Kazakhstan"",203,206817,""Custom Union"""
"2014,""Imports"",""Kazakhstan"",203,18139,""Custom Union"""
"2014,""Exports"",""Kazakhstan"",203,245620,""Custom Union"""
"2014,""Imports"",""Kazakhstan"",203,16272,""Custom Union"""
"2014,""Exports"",""Kazakhstan"",203,101154,""Custom Union"""
"2014,""Imports"",""Kazakhstan"",203,50123,""Custom Union"""
"2014,""Exports"",""Kazakhstan"",203,93052,""Custom Union"""
"2014,""Imports"",""Kazakhstan"",203,101138,""Custom Union"""
"2014,""Exports"",""Kazakhstan"",203,397649,""Custom Union"""
"2015,""Imports"",""Belarus"",203,2500,""Custom Union"""
"2015,""Exports"",""Belarus"",203,800,""Custom Union"""
"2015,""Imports"",""Belarus"",203,302600,""Custom Union"""
"2015,""Exports"",""Belarus"",203,600,""Custom Union"""
"2015,""Imports"",""Belarus"",203,8200,""Custom Union"""
"2015,""Exports"",""Belarus"",203,200,""Custom Union"""
"2015,""Exports"",""Belarus"",203,1400,""Custom Union"""
"2015,""Exports"",""Belarus"",203,37800,""Custom Union"""
"2015,""Imports"",""Belarus"",203,131700,""Custom Union"""
"2015,""Exports"",""Belarus"",203,2700,""Custom Union"""
"2015,""Imports"",""Belarus"",203,129700,""Custom Union"""
"2015,""Exports"",""Belarus"",203,637400,""Custom Union"""
"2015,""Imports"",""Belarus"",203,114100,""Custom Union"""
"2015,""Exports"",""Belarus"",203,529400,""Custom Union"""
"2015,""Imports"",""Belarus"",203,443600,""Custom Union"""
"2015,""Exports"",""Belarus"",203,479200,""Custom Union"""
"2015,""Imports"",""Belarus"",203,611300,""Custom Union"""
"2015,""Exports"",""Belarus"",203,2200,""Custom Union"""
"2015,""Imports"",""Belarus"",203,740000,""Custom Union"""
"2015,""Exports"",""Belarus"",203,11900,""Custom Union"""
"2015,""Imports"",""Belarus"",203,244800,""Custom Union"""
"2015,""Exports"",""Belarus"",203,4400,""Custom Union"""
"2015,""Imports"",""Kazakhstan"",203,136146,""Custom Union"""
"2015,""Exports"",""Kazakhstan"",203,833396,""Custom Union"""
"2015,""Imports"",""Kazakhstan"",203,67421,""Custom Union"""
"2015,""Exports"",""Kazakhstan"",203,219829,""Custom Union"""
"2015,""Imports"",""Kazakhstan"",203,98183,""Custom Union"""
"2015,""Exports"",""Kazakhstan"",203,269620,""Custom Union"""
"2015,""Imports"",""Kazakhstan"",203,215987,""Custom Union"""
"2015,""Exports"",""Kazakhstan"",203,367566,""Custom Union"""
"2015,""Imports"",""Kazakhstan"",203,67192,""Custom Union"""
"2015,""Exports"",""Kazakhstan"",203,541256,""Custom Union"""
"2015,""Imports"",""Kazakhstan"",203,32561,""Custom Union"""
"2015,""Exports"",""Kazakhstan"",203,170461,""Custom Union"""
"2015,""Imports"",""Kazakhstan"",203,128658,""Custom Union"""
"2015,""Exports"",""Kazakhstan"",203,185652,""Custom Union"""
"2015,""Imports"",""Kazakhstan"",203,139588,""Custom Union"""
"2015,""Exports"",""Kazakhstan"",203,252645,""Custom Union"""
"2015,""Imports"",""Kazakhstan"",203,99068,""Custom Union"""
"2015,""Exports"",""Kazakhstan"",203,169186,""Custom Union"""
"2015,""Imports"",""Kazakhstan"",203,114403,""Custom Union"""
"2015,""Exports"",""Kazakhstan"",203,123951,""Custom Union"""
"2015,""Imports"",""Kazakhstan"",203,64672,""Custom Union"""
"2015,""Exports"",""Kazakhstan"",203,118901,""Custom Union"""
"2015,""Imports"",""Kazakhstan"",203,170882,""Custom Union"""
"2015,""Exports"",""Kazakhstan"",203,105153,""Custom Union"""
"2016,""Imports"",""Belarus"",203,727900,""Custom Union"""
"2016,""Exports"",""Belarus"",203,1900,""Custom Union"""
"2016,""Imports"",""Belarus"",203,830600,""Custom Union"""
"2016,""Exports"",""Belarus"",203,152800,""Custom Union"""
"2016,""Imports"",""Belarus"",203,151100,""Custom Union"""
"2016,""Exports"",""Belarus"",203,302300,""Custom Union"""
"2016,""Imports"",""Belarus"",203,284900,""Custom Union"""
"2016,""Exports"",""Belarus"",203,2695500,""Custom Union"""
"2016,""Imports"",""Belarus"",203,359900,""Custom Union"""
"2016,""Exports"",""Belarus"",203,1000400,""Custom Union"""
"2016,""Imports"",""Belarus"",203,615900,""Custom Union"""
"2016,""Exports"",""Belarus"",203,1017400,""Custom Union"""
"2016,""Imports"",""Belarus"",203,938900,""Custom Union"""
"2016,""Exports"",""Belarus"",203,575500,""Custom Union"""
"2016,""Imports"",""Belarus"",203,1107200,""Custom Union"""
"2016,""Exports"",""Belarus"",203,1166800,""Custom Union"""
"2016,""Imports"",""Belarus"",203,1941800,""Custom Union"""
"2016,""Exports"",""Belarus"",203,735900,""Custom Union"""
"2016,""Imports"",""Belarus"",203,2839500,""Custom Union"""
"2016,""Exports"",""Belarus"",203,501800,""Custom Union"""
"2016,""Imports"",""Belarus"",203,3134900,""Custom Union"""
"2016,""Exports"",""Belarus"",203,334500,""Custom Union"""
"2016,""Imports"",""Belarus"",203,3373500,""Custom Union"""
"2016,""Exports"",""Belarus"",203,157600,""Custom Union"""
"2016,""Imports"",""Kazakhstan"",203,142797,""Custom Union"""
"2016,""Exports"",""Kazakhstan"",203,159618,""Custom Union"""
"2016,""Imports"",""Kazakhstan"",203,45110,""Custom Union"""
"2016,""Exports"",""Kazakhstan"",203,150636,""Custom Union"""
"2016,""Imports"",""Kazakhstan"",203,256836,""Custom Union"""
"2016,""Exports"",""Kazakhstan"",203,242136,""Custom Union"""
"2016,""Imports"",""Kazakhstan"",203,206610,""Custom Union"""
"2016,""Exports"",""Kazakhstan"",203,279277,""Custom Union"""
"2016,""Imports"",""Kazakhstan"",203,239489,""Custom Union"""
"2016,""Exports"",""Kazakhstan"",203,2381,""Custom Union"""
"2016,""Imports"",""Kazakhstan"",203,199745,""Custom Union"""
"2016,""Imports"",""Kazakhstan"",203,137220,""Custom Union"""
"2016,""Imports"",""Kazakhstan"",203,106262,""Custom Union"""
"2016,""Imports"",""Kazakhstan"",203,97378,""Custom Union"""
"2016,""Exports"",""Kazakhstan"",203,47320,""Custom Union"""
"2016,""Imports"",""Kazakhstan"",203,98336,""Custom Union"""
"2016,""Exports"",""Kazakhstan"",203,59900,""Custom Union"""
"2016,""Imports"",""Kazakhstan"",203,194879,""Custom Union"""
"2016,""Exports"",""Kazakhstan"",203,170512,""Custom Union"""
"2016,""Imports"",""Kazakhstan"",203,102908,""Custom Union"""
"2016,""Exports"",""Kazakhstan"",203,64554,""Custom Union"""
"2017,""Imports"",""Belarus"",203,2255500,""Custom Union"""
"2017,""Exports"",""Belarus"",203,321900,""Custom Union"""
"2017,""Imports"",""Belarus"",203,1281300,""Custom Union"""
"2017,""Exports"",""Belarus"",203,718300,""Custom Union"""
"2017,""Imports"",""Belarus"",203,395100,""Custom Union"""
"2017,""Exports"",""Belarus"",203,1866200,""Custom Union"""
"2017,""Imports"",""Belarus"",203,495300,""Custom Union"""
"2017,""Exports"",""Belarus"",203,2304800,""Custom Union"""
"2017,""Imports"",""Belarus"",203,724000,""Custom Union"""
"2017,""Exports"",""Belarus"",203,1521700,""Custom Union"""
"2017,""Imports"",""Belarus"",203,880500,""Custom Union"""
"2017,""Exports"",""Belarus"",203,1397500,""Custom Union"""
"2017,""Imports"",""Belarus"",203,858400,""Custom Union"""
"2017,""Exports"",""Belarus"",203,2188800,""Custom Union"""
"2017,""Imports"",""Belarus"",203,353300,""Custom Union"""
"2017,""Exports"",""Belarus"",203,1402500,""Custom Union"""
"2017,""Imports"",""Belarus"",203,53200,""Custom Union"""
"2017,""Exports"",""Belarus"",203,1037200,""Custom Union"""
"2017,""Imports"",""Belarus"",203,807900,""Custom Union"""
"2017,""Exports"",""Belarus"",203,621100,""Custom Union"""
"2017,""Imports"",""Belarus"",203,1697200,""Custom Union"""
"2017,""Exports"",""Belarus"",203,283100,""Custom Union"""
"2017,""Imports"",""Belarus"",203,2384600,""Custom Union"""
"2017,""Exports"",""Belarus"",203,1500,""Custom Union"""
"2017,""Imports"",""Kazakhstan"",203,172007,""Custom Union"""
"2017,""Exports"",""Kazakhstan"",203,24480,""Custom Union"""
"2017,""Imports"",""Kazakhstan"",203,350612,""Custom Union"""
"2017,""Exports"",""Kazakhstan"",203,33325,""Custom Union"""
"2017,""Imports"",""Kazakhstan"",203,237700,""Custom Union"""
"2017,""Exports"",""Kazakhstan"",203,24503,""Custom Union"""
"2017,""Imports"",""Kazakhstan"",203,253971,""Custom Union"""
"2017,""Exports"",""Kazakhstan"",203,67620,""Custom Union"""
"2017,""Imports"",""Kazakhstan"",203,132478,""Custom Union"""
"2017,""Exports"",""Kazakhstan"",203,90050,""Custom Union"""
"2017,""Imports"",""Kazakhstan"",203,212845,""Custom Union"""
"2017,""Exports"",""Kazakhstan"",203,125284,""Custom Union"""
"2017,""Imports"",""Kazakhstan"",203,255525,""Custom Union"""
"2017,""Exports"",""Kazakhstan"",203,68249,""Custom Union"""
"2017,""Imports"",""Kazakhstan"",203,174633,""Custom Union"""
"2017,""Exports"",""Kazakhstan"",203,65804,""Custom Union"""
"2017,""Imports"",""Kazakhstan"",203,104171,""Custom Union"""
"2017,""Exports"",""Kazakhstan"",203,72752,""Custom Union"""
"2017,""Imports"",""Kazakhstan"",203,188879,""Custom Union"""
"2017,""Exports"",""Kazakhstan"",203,70424,""Custom Union"""
"2017,""Imports"",""Kazakhstan"",203,182502,""Custom Union"""
"2017,""Exports"",""Kazakhstan"",203,70419,""Custom Union"""
"2017,""Imports"",""Kazakhstan"",203,264933,""Custom Union"""
"2017,""Exports"",""Kazakhstan"",203,77028,""Custom Union"""
"2018,""Imports"",""Belarus"",203,2118300,""Custom Union"""
"2018,""Exports"",""Belarus"",203,156300,""Custom Union"""
"2018,""Imports"",""Belarus"",203,2207000,""Custom Union"""
"2018,""Exports"",""Belarus"",203,198300,""Custom Union"""
"2018,""Imports"",""Belarus"",203,1723100,""Custom Union"""
"2018,""Exports"",""Belarus"",203,330500,""Custom Union"""
"2018,""Imports"",""Belarus"",203,660500,""Custom Union"""
"2018,""Exports"",""Belarus"",203,283700,""Custom Union"""
"2018,""Imports"",""Belarus"",203,136200,""Custom Union"""
"2018,""Exports"",""Belarus"",203,200,""Custom Union"""
"2018,""Imports"",""Belarus"",203,9700,""Custom Union"""
"2018,""Exports"",""Belarus"",203,400,""Custom Union"""
"2018,""Imports"",""Belarus"",203,8800,""Custom Union"""
"2018,""Exports"",""Belarus"",203,897400,""Custom Union"""
"2018,""Imports"",""Belarus"",203,13500,""Custom Union"""
"2018,""Exports"",""Belarus"",203,4753000,""Custom Union"""
"2018,""Imports"",""Belarus"",203,55200,""Custom Union"""
"2018,""Exports"",""Belarus"",203,3950800,""Custom Union"""
"2018,""Imports"",""Belarus"",203,2186800,""Custom Union"""
"2018,""Exports"",""Belarus"",203,1678700,""Custom Union"""
"2018,""Imports"",""Belarus"",203,5533800,""Custom Union"""
"2018,""Exports"",""Belarus"",203,3292400,""Custom Union"""
"2018,""Imports"",""Belarus"",203,4130700,""Custom Union"""
"2018,""Exports"",""Belarus"",203,2835700,""Custom Union"""
"2018,""Imports"",""Kazakhstan"",203,398929,""Custom Union"""
"2018,""Exports"",""Kazakhstan"",203,105785,""Custom Union"""
"2018,""Imports"",""Kazakhstan"",203,200740,""Custom Union"""
"2018,""Exports"",""Kazakhstan"",203,17078,""Custom Union"""
"2018,""Imports"",""Kazakhstan"",203,113097,""Custom Union"""
"2018,""Imports"",""Kazakhstan"",203,85305,""Custom Union"""
"2018,""Imports"",""Kazakhstan"",203,148922,""Custom Union"""
"2018,""Imports"",""Kazakhstan"",203,105232,""Custom Union"""
"2018,""Exports"",""Kazakhstan"",203,85551,""Custom Union"""
"2018,""Imports"",""Kazakhstan"",203,113922,""Custom Union"""
"2018,""Exports"",""Kazakhstan"",203,118071,""Custom Union"""
"2018,""Imports"",""Kazakhstan"",203,66266,""Custom Union"""
"2018,""Exports"",""Kazakhstan"",203,174221,""Custom Union"""
"2018,""Imports"",""Kazakhstan"",203,53742,""Custom Union"""
"2018,""Exports"",""Kazakhstan"",203,114830,""Custom Union"""
"2018,""Imports"",""Kazakhstan"",203,69448,""Custom Union"""
"2018,""Exports"",""Kazakhstan"",203,137416,""Custom Union"""
"2018,""Imports"",""Kazakhstan"",203,38001,""Custom Union"""
"2018,""Exports"",""Kazakhstan"",203,94676,""Custom Union"""
"2018,""Imports"",""Kazakhstan"",203,102305,""Custom Union"""
"2018,""Exports"",""Kazakhstan"",203,106222,""Custom Union"""
"2019,""Imports"",""Belarus"",203,5316800,""Custom Union"""
"2019,""Exports"",""Belarus"",203,170300,""Custom Union"""
"2019,""Imports"",""Belarus"",203,2688500,""Custom Union"""
"2019,""Exports"",""Belarus"",203,32600,""Custom Union"""
"2019,""Imports"",""Belarus"",203,2471900,""Custom Union"""
"2019,""Exports"",""Belarus"",203,825200,""Custom Union"""
"2019,""Imports"",""Belarus"",203,1590900,""Custom Union"""
"2019,""Exports"",""Belarus"",203,878000,""Custom Union"""
"2019,""Imports"",""Belarus"",203,2633000,""Custom Union"""
"2019,""Exports"",""Belarus"",203,927900,""Custom Union"""
"2019,""Imports"",""Belarus"",203,2376800,""Custom Union"""
"2019,""Exports"",""Belarus"",203,38800,""Custom Union"""
"2019,""Imports"",""Belarus"",203,2987300,""Custom Union"""
"2019,""Exports"",""Belarus"",203,28600,""Custom Union"""
"2019,""Imports"",""Belarus"",203,3817900,""Custom Union"""
"2019,""Imports"",""Belarus"",203,4144300,""Custom Union"""
"2019,""Imports"",""Belarus"",203,6574200,""Custom Union"""
"2019,""Exports"",""Belarus"",203,400,""Custom Union"""
"2019,""Imports"",""Belarus"",203,6392900,""Custom Union"""
"2019,""Exports"",""Belarus"",203,16400,""Custom Union"""
"2019,""Imports"",""Belarus"",203,7810900,""Custom Union"""
"2019,""Exports"",""Belarus"",203,10000,""Custom Union"""
"2019,""Imports"",""Kazakhstan"",203,19768,""Custom Union"""
"2019,""Exports"",""Kazakhstan"",203,39593,""Custom Union"""
"2019,""Imports"",""Kazakhstan"",203,77754,""Custom Union"""
"2019,""Exports"",""Kazakhstan"",203,104496,""Custom Union"""
"2019,""Imports"",""Kazakhstan"",203,86364,""Custom Union"""
"2019,""Exports"",""Kazakhstan"",203,60934,""Custom Union"""
