"Year,""Trade.Flow"",""Reporter"",""Commodity.Code"",""Trade.Value..US.."",""Group"""
"2010,""Exports"",""Lithuania"",202,138934,""Other countries"""
"2010,""Exports"",""Lithuania"",202,431111,""Other countries"""
"2010,""Exports"",""Lithuania"",202,301496,""Other countries"""
"2010,""Exports"",""Lithuania"",202,461913,""Other countries"""
"2010,""Exports"",""Lithuania"",202,787388,""Other countries"""
"2010,""Exports"",""Mexico"",202,33,""Other countries"""
"2010,""Exports"",""Mexico"",202,83,""Other countries"""
"2010,""Exports"",""Mexico"",202,179677,""Other countries"""
"2010,""Exports"",""Mexico"",202,188588,""Other countries"""
"2010,""Exports"",""Mexico"",202,612873,""Other countries"""
"2010,""Exports"",""Mexico"",202,176073,""Other countries"""
"2010,""Exports"",""Mexico"",202,948926,""Other countries"""
"2010,""Exports"",""Mexico"",202,2021442,""Other countries"""
"2010,""Exports"",""Mexico"",202,4666123,""Other countries"""
"2010,""Exports"",""Mexico"",202,2149991,""Other countries"""
"2010,""Exports"",""Mexico"",202,3881015,""Other countries"""
"2010,""Exports"",""New Zealand"",202,698453,""Other countries"""
"2010,""Exports"",""New Zealand"",202,981157,""Other countries"""
"2010,""Exports"",""New Zealand"",202,481095,""Other countries"""
"2010,""Exports"",""New Zealand"",202,57568,""Other countries"""
"2010,""Exports"",""New Zealand"",202,328345,""Other countries"""
"2010,""Exports"",""New Zealand"",202,979254,""Other countries"""
"2010,""Exports"",""New Zealand"",202,1104513,""Other countries"""
"2010,""Exports"",""New Zealand"",202,438173,""Other countries"""
"2010,""Exports"",""New Zealand"",202,777006,""Other countries"""
"2010,""Exports"",""Nicaragua"",202,443541,""Other countries"""
"2010,""Exports"",""Nicaragua"",202,1142840,""Other countries"""
"2010,""Exports"",""Nicaragua"",202,842957,""Other countries"""
"2010,""Exports"",""Norway"",202,1443,""Other countries"""
"2010,""Exports"",""Norway"",202,2189,""Other countries"""
"2010,""Exports"",""Norway"",202,967,""Other countries"""
"2010,""Exports"",""Norway"",202,778,""Other countries"""
"2010,""Exports"",""Norway"",202,1219,""Other countries"""
"2010,""Exports"",""Norway"",202,1337,""Other countries"""
"2010,""Exports"",""Norway"",202,912,""Other countries"""
"2010,""Imports"",""Norway"",202,59762,""Other countries"""
"2010,""Exports"",""Norway"",202,893,""Other countries"""
"2010,""Exports"",""Norway"",202,3920,""Other countries"""
"2010,""Exports"",""Norway"",202,2413,""Other countries"""
"2010,""Exports"",""Norway"",202,501,""Other countries"""
"2010,""Exports"",""Paraguay"",202,10496066,""Other countries"""
"2010,""Exports"",""Paraguay"",202,16286965,""Other countries"""
"2010,""Exports"",""Paraguay"",202,16677058,""Other countries"""
"2010,""Exports"",""Paraguay"",202,20024491,""Other countries"""
"2010,""Exports"",""Paraguay"",202,23429129,""Other countries"""
"2010,""Exports"",""Paraguay"",202,18771874,""Other countries"""
"2010,""Exports"",""Paraguay"",202,20491570,""Other countries"""
"2010,""Exports"",""Paraguay"",202,18208596,""Other countries"""
"2010,""Exports"",""Paraguay"",202,20672121,""Other countries"""
"2010,""Exports"",""Paraguay"",202,24457919,""Other countries"""
"2010,""Exports"",""Paraguay"",202,13372164,""Other countries"""
"2010,""Exports"",""Paraguay"",202,17836489,""Other countries"""
"2010,""Exports"",""Poland"",202,24330,""Other countries"""
"2010,""Exports"",""Poland"",202,177253,""Other countries"""
"2010,""Exports"",""Poland"",202,206077,""Other countries"""
"2010,""Exports"",""Poland"",202,730170,""Other countries"""
"2010,""Exports"",""Poland"",202,580995,""Other countries"""
"2010,""Exports"",""Poland"",202,1065875,""Other countries"""
"2010,""Exports"",""Poland"",202,2815855,""Other countries"""
"2010,""Exports"",""Poland"",202,2664719,""Other countries"""
"2010,""Exports"",""Poland"",202,2069560,""Other countries"""
"2010,""Exports"",""Poland"",202,1357000,""Other countries"""
"2010,""Exports"",""Poland"",202,1781481,""Other countries"""
"2010,""Exports"",""Poland"",202,1828317,""Other countries"""
"2010,""Exports"",""Spain"",202,74443,""Other countries"""
"2010,""Exports"",""Spain"",202,386750,""Other countries"""
"2010,""Exports"",""Spain"",202,699895,""Other countries"""
"2010,""Exports"",""Spain"",202,741873,""Other countries"""
"2010,""Exports"",""Spain"",202,1672324,""Other countries"""
"2010,""Exports"",""Spain"",202,1550788,""Other countries"""
"2010,""Exports"",""Spain"",202,1998056,""Other countries"""
"2010,""Exports"",""Spain"",202,3455867,""Other countries"""
"2010,""Exports"",""Spain"",202,5657316,""Other countries"""
"2010,""Exports"",""Spain"",202,3183528,""Other countries"""
"2010,""Exports"",""Spain"",202,938632,""Other countries"""
"2010,""Imports"",""Egypt"",202,324484,""Other countries"""
"2010,""Exports"",""United States of America"",202,647411,""Other countries"""
"2010,""Exports"",""United States of America"",202,3465586,""Other countries"""
"2010,""Exports"",""United States of America"",202,11958483,""Other countries"""
"2010,""Exports"",""United States of America"",202,11213346,""Other countries"""
"2010,""Exports"",""United States of America"",202,18421045,""Other countries"""
"2010,""Exports"",""United States of America"",202,14479425,""Other countries"""
"2010,""Exports"",""United States of America"",202,4416097,""Other countries"""
"2010,""Exports"",""United States of America"",202,6353706,""Other countries"""
"2010,""Exports"",""United States of America"",202,6491037,""Other countries"""
"2010,""Exports"",""United States of America"",202,7068008,""Other countries"""
"2010,""Exports"",""United States of America"",202,7090159,""Other countries"""
"2010,""Exports"",""United States of America"",202,1068199,""Other countries"""
"2010,""Exports"",""Uruguay"",202,17429746,""Other countries"""
"2010,""Exports"",""Uruguay"",202,13954949,""Other countries"""
"2010,""Exports"",""Uruguay"",202,19549092,""Other countries"""
"2010,""Exports"",""Uruguay"",202,37983257,""Other countries"""
"2010,""Exports"",""Uruguay"",202,31463329,""Other countries"""
"2010,""Exports"",""Uruguay"",202,26501854,""Other countries"""
"2010,""Exports"",""Uruguay"",202,18200485,""Other countries"""
"2010,""Exports"",""Uruguay"",202,13808544,""Other countries"""
"2010,""Exports"",""Uruguay"",202,19351459,""Other countries"""
"2010,""Exports"",""Uruguay"",202,27725143,""Other countries"""
"2010,""Exports"",""Uruguay"",202,20636768,""Other countries"""
"2010,""Exports"",""Uruguay"",202,34466191,""Other countries"""
"2011,""Exports"",""Argentina"",202,3197080,""Other countries"""
"2011,""Exports"",""Argentina"",202,10220080,""Other countries"""
"2011,""Exports"",""Argentina"",202,5472432,""Other countries"""
"2011,""Exports"",""Argentina"",202,6225228,""Other countries"""
"2011,""Exports"",""Argentina"",202,9735893,""Other countries"""
"2011,""Exports"",""Argentina"",202,8754817,""Other countries"""
"2011,""Exports"",""Argentina"",202,6587443,""Other countries"""
"2011,""Exports"",""Argentina"",202,6830131,""Other countries"""
"2011,""Exports"",""Argentina"",202,2132158,""Other countries"""
"2011,""Exports"",""Argentina"",202,3071461,""Other countries"""
"2011,""Exports"",""Argentina"",202,1001927,""Other countries"""
"2011,""Exports"",""Argentina"",202,1183213,""Other countries"""
"2011,""Exports"",""Australia"",202,9630489,""Other countries"""
"2011,""Exports"",""Australia"",202,12584656,""Other countries"""
"2011,""Exports"",""Australia"",202,17570586,""Other countries"""
"2011,""Exports"",""Australia"",202,31825202,""Other countries"""
"2011,""Exports"",""Australia"",202,24814805,""Other countries"""
"2011,""Exports"",""Australia"",202,19738299,""Other countries"""
"2011,""Exports"",""Australia"",202,19578649,""Other countries"""
"2011,""Exports"",""Australia"",202,21479705,""Other countries"""
"2011,""Exports"",""Australia"",202,23159214,""Other countries"""
"2011,""Exports"",""Australia"",202,22623443,""Other countries"""
"2011,""Exports"",""Australia"",202,4473349,""Other countries"""
"2011,""Exports"",""Australia"",202,11559633,""Other countries"""
"2011,""Exports"",""Austria"",202,355924,""Other countries"""
"2011,""Exports"",""Austria"",202,534399,""Other countries"""
"2011,""Exports"",""Austria"",202,1090802,""Other countries"""
"2011,""Exports"",""Austria"",202,900921,""Other countries"""
"2011,""Imports"",""Austria"",202,69357,""Other countries"""
"2011,""Exports"",""Austria"",202,873000,""Other countries"""
"2011,""Exports"",""Austria"",202,752176,""Other countries"""
"2011,""Exports"",""Austria"",202,359966,""Other countries"""
"2011,""Exports"",""Austria"",202,345881,""Other countries"""
"2011,""Imports"",""Austria"",202,84727,""Other countries"""
"2011,""Exports"",""Austria"",202,68533,""Other countries"""
"2011,""Exports"",""Austria"",202,139193,""Other countries"""
"2011,""Exports"",""Belgium"",202,629267,""Other countries"""
"2011,""Exports"",""Belgium"",202,562592,""Other countries"""
"2011,""Exports"",""Belgium"",202,416206,""Other countries"""
"2011,""Exports"",""Belgium"",202,1024645,""Other countries"""
"2011,""Exports"",""Belgium"",202,148717,""Other countries"""
"2011,""Exports"",""Belgium"",202,449711,""Other countries"""
"2011,""Exports"",""Belgium"",202,904949,""Other countries"""
"2011,""Exports"",""Belgium"",202,236727,""Other countries"""
"2011,""Exports"",""Belgium"",202,951930,""Other countries"""
"2011,""Exports"",""Belgium"",202,786006,""Other countries"""
"2011,""Exports"",""Belgium"",202,1027043,""Other countries"""
"2011,""Exports"",""Belgium"",202,66949,""Other countries"""
"2011,""Exports"",""Brazil"",202,58503304,""Other countries"""
"2011,""Exports"",""Brazil"",202,90997752,""Other countries"""
"2011,""Exports"",""Brazil"",202,145095696,""Other countries"""
"2011,""Exports"",""Brazil"",202,136590572,""Other countries"""
"2011,""Exports"",""Brazil"",202,85115560,""Other countries"""
"2011,""Exports"",""Brazil"",202,122181336,""Other countries"""
"2011,""Exports"",""Brazil"",202,79620416,""Other countries"""
"2011,""Exports"",""Brazil"",202,52052880,""Other countries"""
"2011,""Exports"",""Brazil"",202,87050752,""Other countries"""
"2011,""Exports"",""Brazil"",202,71683744,""Other countries"""
"2011,""Exports"",""Brazil"",202,33923607,""Other countries"""
"2011,""Exports"",""Brazil"",202,48041336,""Other countries"""
"2011,""Exports"",""EU-28"",202,13989517,""Other countries"""
"2011,""Imports"",""EU-28"",202,138,""Other countries"""
"2011,""Exports"",""EU-28"",202,15702855,""Other countries"""
"2011,""Exports"",""EU-28"",202,20569886,""Other countries"""
"2011,""Exports"",""EU-28"",202,22240016,""Other countries"""
"2011,""Imports"",""EU-28"",202,69358,""Other countries"""
"2011,""Exports"",""EU-28"",202,14134007,""Other countries"""
"2011,""Exports"",""EU-28"",202,11982585,""Other countries"""
"2011,""Exports"",""EU-28"",202,10398348,""Other countries"""
"2011,""Exports"",""EU-28"",202,8975904,""Other countries"""
"2011,""Imports"",""EU-28"",202,84593,""Other countries"""
"2011,""Exports"",""EU-28"",202,18915760,""Other countries"""
"2011,""Exports"",""EU-28"",202,19549391,""Other countries"""
"2011,""Exports"",""EU-28"",202,17606160,""Other countries"""
"2011,""Exports"",""EU-28"",202,10928626,""Other countries"""
"2011,""Exports"",""Canada"",202,627457,""Other countries"""
"2011,""Exports"",""Canada"",202,1573494,""Other countries"""
"2011,""Exports"",""Canada"",202,1549106,""Other countries"""
"2011,""Exports"",""Canada"",202,870604,""Other countries"""
"2011,""Exports"",""Canada"",202,731569,""Other countries"""
"2011,""Exports"",""Canada"",202,2590129,""Other countries"""
"2011,""Exports"",""Canada"",202,2131487,""Other countries"""
"2011,""Exports"",""Canada"",202,607720,""Other countries"""
"2011,""Exports"",""Canada"",202,2939358,""Other countries"""
"2011,""Exports"",""Canada"",202,830799,""Other countries"""
"2011,""Exports"",""Canada"",202,340932,""Other countries"""
"2011,""Exports"",""Canada"",202,428100,""Other countries"""
"2011,""Exports"",""Chile"",202,91487,""Other countries"""
"2011,""Exports"",""Chile"",202,82034,""Other countries"""
"2011,""Exports"",""Denmark"",202,1842865,""Other countries"""
"2011,""Exports"",""Denmark"",202,324805,""Other countries"""
"2011,""Exports"",""Denmark"",202,2211940,""Other countries"""
"2011,""Exports"",""Denmark"",202,2175745,""Other countries"""
"2011,""Exports"",""Denmark"",202,2456642,""Other countries"""
"2011,""Exports"",""Denmark"",202,974125,""Other countries"""
"2011,""Exports"",""Denmark"",202,342550,""Other countries"""
"2011,""Exports"",""Denmark"",202,227451,""Other countries"""
"2011,""Exports"",""Denmark"",202,2079201,""Other countries"""
"2011,""Exports"",""Denmark"",202,3312521,""Other countries"""
"2011,""Exports"",""Denmark"",202,1989587,""Other countries"""
"2011,""Exports"",""Denmark"",202,1993297,""Other countries"""
"2011,""Exports"",""Estonia"",202,125108,""Other countries"""
"2011,""Exports"",""France"",202,294815,""Other countries"""
"2011,""Exports"",""France"",202,670726,""Other countries"""
"2011,""Exports"",""France"",202,1291898,""Other countries"""
"2011,""Exports"",""France"",202,595747,""Other countries"""
"2011,""Exports"",""France"",202,261602,""Other countries"""
"2011,""Exports"",""France"",202,89278,""Other countries"""
"2011,""Exports"",""France"",202,243429,""Other countries"""
"2011,""Exports"",""France"",202,817222,""Other countries"""
"2011,""Exports"",""France"",202,993411,""Other countries"""
"2011,""Exports"",""France"",202,340500,""Other countries"""
"2011,""Exports"",""France"",202,513599,""Other countries"""
"2011,""Exports"",""Germany"",202,2124474,""Other countries"""
"2011,""Imports"",""Germany"",202,138,""Other countries"""
"2011,""Exports"",""Germany"",202,5721123,""Other countries"""
"2011,""Exports"",""Germany"",202,5204148,""Other countries"""
"2011,""Exports"",""Germany"",202,5311483,""Other countries"""
"2011,""Exports"",""Germany"",202,2342031,""Other countries"""
"2011,""Exports"",""Germany"",202,3129882,""Other countries"""
"2011,""Exports"",""Germany"",202,2651057,""Other countries"""
"2011,""Exports"",""Germany"",202,1896522,""Other countries"""
"2011,""Exports"",""Germany"",202,2925727,""Other countries"""
"2011,""Exports"",""Germany"",202,2981638,""Other countries"""
"2011,""Exports"",""Germany"",202,2515136,""Other countries"""
"2011,""Exports"",""Germany"",202,2515104,""Other countries"""
"2011,""Imports"",""Ghana"",202,28673,""Other countries"""
"2011,""Exports"",""Hungary"",202,192972,""Other countries"""
"2011,""Exports"",""Hungary"",202,122350,""Other countries"""
"2011,""Exports"",""Hungary"",202,151217,""Other countries"""
"2011,""Exports"",""Hungary"",202,158169,""Other countries"""
"2011,""Exports"",""Hungary"",202,90893,""Other countries"""
"2011,""Exports"",""Hungary"",202,46660,""Other countries"""
"2011,""Exports"",""Hungary"",202,4310,""Other countries"""
"2011,""Exports"",""Hungary"",202,101819,""Other countries"""
"2011,""Exports"",""Hungary"",202,72801,""Other countries"""
"2011,""Exports"",""Ireland"",202,654469,""Other countries"""
"2011,""Exports"",""Ireland"",202,1283111,""Other countries"""
"2011,""Exports"",""Ireland"",202,3993552,""Other countries"""
"2011,""Exports"",""Ireland"",202,3451748,""Other countries"""
"2011,""Exports"",""Ireland"",202,2379824,""Other countries"""
"2011,""Exports"",""Ireland"",202,2041653,""Other countries"""
"2011,""Exports"",""Ireland"",202,1382202,""Other countries"""
"2011,""Exports"",""Ireland"",202,1824192,""Other countries"""
"2011,""Exports"",""Ireland"",202,3209400,""Other countries"""
"2011,""Exports"",""Ireland"",202,2187478,""Other countries"""
"2011,""Exports"",""Ireland"",202,3087505,""Other countries"""
"2011,""Exports"",""Ireland"",202,1840219,""Other countries"""
"2011,""Exports"",""Italy"",202,3896791,""Other countries"""
"2011,""Exports"",""Italy"",202,1863566,""Other countries"""
"2011,""Exports"",""Italy"",202,2376400,""Other countries"""
"2011,""Exports"",""Italy"",202,5544674,""Other countries"""
"2011,""Exports"",""Italy"",202,3012443,""Other countries"""
"2011,""Exports"",""Italy"",202,1764818,""Other countries"""
"2011,""Exports"",""Italy"",202,1894830,""Other countries"""
"2011,""Exports"",""Italy"",202,1545143,""Other countries"""
"2011,""Exports"",""Italy"",202,3743815,""Other countries"""
"2011,""Exports"",""Italy"",202,6157654,""Other countries"""
"2011,""Exports"",""Italy"",202,4206454,""Other countries"""
"2011,""Exports"",""Italy"",202,2052748,""Other countries"""
"2011,""Exports"",""Lithuania"",202,145539,""Other countries"""
"2011,""Exports"",""Lithuania"",202,73820,""Other countries"""
"2011,""Exports"",""Lithuania"",202,79651,""Other countries"""
"2011,""Exports"",""Lithuania"",202,154606,""Other countries"""
"2011,""Exports"",""Lithuania"",202,77391,""Other countries"""
"2011,""Exports"",""Lithuania"",202,131458,""Other countries"""
"2011,""Exports"",""Lithuania"",202,32830,""Other countries"""
"2011,""Exports"",""Lithuania"",202,150077,""Other countries"""
"2011,""Exports"",""Lithuania"",202,221305,""Other countries"""
"2011,""Exports"",""Lithuania"",202,372953,""Other countries"""
"2011,""Exports"",""Mexico"",202,5579089,""Other countries"""
"2011,""Exports"",""Mexico"",202,5184694,""Other countries"""
"2011,""Exports"",""Mexico"",202,9141122,""Other countries"""
"2011,""Exports"",""Mexico"",202,10602193,""Other countries"""
"2011,""Exports"",""Mexico"",202,10753264,""Other countries"""
"2011,""Exports"",""Mexico"",202,10427518,""Other countries"""
"2011,""Exports"",""Mexico"",202,11240386,""Other countries"""
"2011,""Exports"",""Mexico"",202,9116213,""Other countries"""
"2011,""Exports"",""Mexico"",202,12156718,""Other countries"""
"2011,""Exports"",""Mexico"",202,11351540,""Other countries"""
"2011,""Exports"",""Mexico"",202,3406154,""Other countries"""
"2011,""Exports"",""Mexico"",202,12713940,""Other countries"""
"2011,""Exports"",""Netherlands"",202,364428,""Other countries"""
"2011,""Exports"",""Netherlands"",202,97635,""Other countries"""
"2011,""Exports"",""Netherlands"",202,162244,""Other countries"""
"2011,""Exports"",""Netherlands"",202,137840,""Other countries"""
"2011,""Exports"",""Netherlands"",202,80595,""Other countries"""
"2011,""Exports"",""Netherlands"",202,75432,""Other countries"""
"2011,""Exports"",""Netherlands"",202,225097,""Other countries"""
"2011,""Exports"",""New Zealand"",202,563376,""Other countries"""
"2011,""Exports"",""New Zealand"",202,644911,""Other countries"""
"2011,""Exports"",""New Zealand"",202,637000,""Other countries"""
"2011,""Exports"",""New Zealand"",202,1531586,""Other countries"""
"2011,""Exports"",""New Zealand"",202,1680347,""Other countries"""
"2011,""Exports"",""New Zealand"",202,867067,""Other countries"""
"2011,""Exports"",""New Zealand"",202,346628,""Other countries"""
"2011,""Exports"",""New Zealand"",202,558044,""Other countries"""
"2011,""Exports"",""New Zealand"",202,598145,""Other countries"""
"2011,""Exports"",""New Zealand"",202,206951,""Other countries"""
"2011,""Exports"",""New Zealand"",202,19024,""Other countries"""
"2011,""Exports"",""New Zealand"",202,891071,""Other countries"""
"2011,""Exports"",""Nicaragua"",202,267168,""Other countries"""
"2011,""Exports"",""Nicaragua"",202,234695,""Other countries"""
"2011,""Exports"",""Nicaragua"",202,286075,""Other countries"""
"2011,""Exports"",""Nicaragua"",202,790913,""Other countries"""
"2011,""Exports"",""Nicaragua"",202,1068824,""Other countries"""
"2011,""Exports"",""Nicaragua"",202,473407,""Other countries"""
"2011,""Exports"",""Nicaragua"",202,562271,""Other countries"""
"2011,""Exports"",""Nicaragua"",202,709285,""Other countries"""
"2011,""Exports"",""Nicaragua"",202,1228892,""Other countries"""
"2011,""Exports"",""Nicaragua"",202,3438461,""Other countries"""
"2011,""Exports"",""Nicaragua"",202,952872,""Other countries"""
"2011,""Exports"",""Nicaragua"",202,999680,""Other countries"""
"2011,""Exports"",""Norway"",202,1227,""Other countries"""
"2011,""Exports"",""Norway"",202,382,""Other countries"""
"2011,""Exports"",""Norway"",202,1404,""Other countries"""
"2011,""Exports"",""Norway"",202,513,""Other countries"""
"2011,""Exports"",""Norway"",202,1603,""Other countries"""
"2011,""Exports"",""Norway"",202,1301,""Other countries"""
"2011,""Exports"",""Norway"",202,3136,""Other countries"""
"2011,""Exports"",""Norway"",202,207,""Other countries"""
"2011,""Exports"",""Norway"",202,1937,""Other countries"""
"2011,""Exports"",""Paraguay"",202,19764202,""Other countries"""
"2011,""Exports"",""Paraguay"",202,22920469,""Other countries"""
"2011,""Exports"",""Paraguay"",202,22944529,""Other countries"""
"2011,""Exports"",""Paraguay"",202,22367954,""Other countries"""
"2011,""Exports"",""Paraguay"",202,17401428,""Other countries"""
"2011,""Exports"",""Paraguay"",202,20809832,""Other countries"""
"2011,""Exports"",""Paraguay"",202,27492314,""Other countries"""
"2011,""Exports"",""Paraguay"",202,15553233,""Other countries"""
"2011,""Exports"",""Paraguay"",202,10645798,""Other countries"""
"2011,""Exports"",""Paraguay"",202,6785444,""Other countries"""
"2011,""Exports"",""Paraguay"",202,22876390,""Other countries"""
"2011,""Exports"",""Poland"",202,1100761,""Other countries"""
"2011,""Exports"",""Poland"",202,1755853,""Other countries"""
"2011,""Exports"",""Poland"",202,1526029,""Other countries"""
"2011,""Exports"",""Poland"",202,1700887,""Other countries"""
"2011,""Exports"",""Poland"",202,1180564,""Other countries"""
"2011,""Exports"",""Poland"",202,1553402,""Other countries"""
"2011,""Exports"",""Poland"",202,1281391,""Other countries"""
"2011,""Exports"",""Poland"",202,1856276,""Other countries"""
"2011,""Exports"",""Poland"",202,1003476,""Other countries"""
"2011,""Exports"",""Poland"",202,71243,""Other countries"""
"2011,""Exports"",""Poland"",202,164940,""Other countries"""
"2011,""Exports"",""Poland"",202,329997,""Other countries"""
"2011,""Exports"",""Spain"",202,2659949,""Other countries"""
"2011,""Exports"",""Spain"",202,2352460,""Other countries"""
"2011,""Exports"",""Spain"",202,2217932,""Other countries"""
"2011,""Exports"",""Spain"",202,1218934,""Other countries"""
"2011,""Exports"",""Spain"",202,1203299,""Other countries"""
"2011,""Exports"",""Spain"",202,970917,""Other countries"""
"2011,""Exports"",""Spain"",202,1471275,""Other countries"""
"2011,""Exports"",""Spain"",202,899220,""Other countries"""
"2011,""Exports"",""Spain"",202,4217386,""Other countries"""
"2011,""Exports"",""Spain"",202,2908180,""Other countries"""
"2011,""Exports"",""Spain"",202,3744547,""Other countries"""
"2011,""Exports"",""Spain"",202,746155,""Other countries"""
"2011,""Exports"",""United States of America"",202,1872415,""Other countries"""
"2011,""Re-exports"",""United States of America"",202,48735,""Other countries"""
"2011,""Exports"",""United States of America"",202,3660149,""Other countries"""
"2011,""Exports"",""United States of America"",202,12704373,""Other countries"""
"2011,""Exports"",""United States of America"",202,13335956,""Other countries"""
"2011,""Exports"",""United States of America"",202,18526136,""Other countries"""
"2011,""Exports"",""United States of America"",202,23471243,""Other countries"""
"2011,""Exports"",""United States of America"",202,25817910,""Other countries"""
"2011,""Exports"",""United States of America"",202,25428702,""Other countries"""
"2011,""Exports"",""United States of America"",202,23602358,""Other countries"""
"2011,""Exports"",""United States of America"",202,18942469,""Other countries"""
"2011,""Exports"",""United States of America"",202,13728809,""Other countries"""
"2011,""Exports"",""United States of America"",202,4407996,""Other countries"""
"2011,""Exports"",""Uruguay"",202,27769077,""Other countries"""
"2011,""Exports"",""Uruguay"",202,24004186,""Other countries"""
"2011,""Exports"",""Uruguay"",202,21133609,""Other countries"""
"2011,""Exports"",""Uruguay"",202,37631061,""Other countries"""
"2011,""Exports"",""Uruguay"",202,30698270,""Other countries"""
"2011,""Exports"",""Uruguay"",202,23132403,""Other countries"""
"2011,""Exports"",""Uruguay"",202,21294606,""Other countries"""
"2011,""Exports"",""Uruguay"",202,19696533,""Other countries"""
"2011,""Exports"",""Uruguay"",202,45925443,""Other countries"""
"2011,""Exports"",""Uruguay"",202,32007590,""Other countries"""
"2011,""Exports"",""Uruguay"",202,12126867,""Other countries"""
"2011,""Exports"",""Uruguay"",202,27010719,""Other countries"""
"2012,""Exports"",""Argentina"",202,1809226,""Other countries"""
"2012,""Exports"",""Argentina"",202,7489679,""Other countries"""
"2012,""Exports"",""Argentina"",202,5465576,""Other countries"""
"2012,""Exports"",""Argentina"",202,3015085,""Other countries"""
"2012,""Exports"",""Argentina"",202,2484367,""Other countries"""
"2012,""Exports"",""Argentina"",202,1488377,""Other countries"""
"2012,""Exports"",""Argentina"",202,871221,""Other countries"""
"2012,""Exports"",""Argentina"",202,2960634,""Other countries"""
"2012,""Exports"",""Argentina"",202,2582712,""Other countries"""
"2012,""Exports"",""Argentina"",202,3789636,""Other countries"""
"2012,""Exports"",""Argentina"",202,611088,""Other countries"""
"2012,""Exports"",""Argentina"",202,3225333,""Other countries"""
"2012,""Exports"",""Australia"",202,6180705,""Other countries"""
"2012,""Exports"",""Australia"",202,11580033,""Other countries"""
"2012,""Exports"",""Australia"",202,13274069,""Other countries"""
"2012,""Exports"",""Australia"",202,18667667,""Other countries"""
"2012,""Exports"",""Australia"",202,19827452,""Other countries"""
"2012,""Exports"",""Australia"",202,16333499,""Other countries"""
"2012,""Exports"",""Australia"",202,8590953,""Other countries"""
"2012,""Exports"",""Australia"",202,10659259,""Other countries"""
"2012,""Exports"",""Australia"",202,8100422,""Other countries"""
"2012,""Exports"",""Australia"",202,8812521,""Other countries"""
"2012,""Exports"",""Australia"",202,4074847,""Other countries"""
"2012,""Exports"",""Australia"",202,3435080,""Other countries"""
"2012,""Exports"",""Austria"",202,85947,""Other countries"""
"2012,""Exports"",""Austria"",202,80526,""Other countries"""
"2012,""Exports"",""Austria"",202,193653,""Other countries"""
"2012,""Exports"",""Austria"",202,69777,""Other countries"""
"2012,""Exports"",""Austria"",202,90726,""Other countries"""
"2012,""Exports"",""Austria"",202,46618,""Other countries"""
"2012,""Exports"",""Austria"",202,165019,""Other countries"""
"2012,""Exports"",""Austria"",202,154153,""Other countries"""
"2012,""Exports"",""Austria"",202,1096433,""Other countries"""
"2012,""Exports"",""Austria"",202,734955,""Other countries"""
"2012,""Exports"",""Austria"",202,489326,""Other countries"""
"2012,""Exports"",""Belgium"",202,320161,""Other countries"""
"2012,""Exports"",""Belgium"",202,246934,""Other countries"""
"2012,""Exports"",""Brazil"",202,71916456,""Other countries"""
"2012,""Exports"",""Brazil"",202,66431208,""Other countries"""
"2012,""Exports"",""Brazil"",202,116572720,""Other countries"""
"2012,""Exports"",""Brazil"",202,124091216,""Other countries"""
"2012,""Exports"",""Brazil"",202,125445952,""Other countries"""
"2012,""Exports"",""Brazil"",202,87867608,""Other countries"""
"2012,""Exports"",""Brazil"",202,90816000,""Other countries"""
"2012,""Exports"",""Brazil"",202,81607136,""Other countries"""
"2012,""Exports"",""Brazil"",202,94785840,""Other countries"""
"2012,""Exports"",""Brazil"",202,64063320,""Other countries"""
"2012,""Exports"",""Brazil"",202,45260728,""Other countries"""
"2012,""Exports"",""Brazil"",202,72703944,""Other countries"""
"2012,""Exports"",""EU-28"",202,4256296,""Other countries"""
"2012,""Exports"",""EU-28"",202,8510091,""Other countries"""
"2012,""Exports"",""EU-28"",202,7405896,""Other countries"""
"2012,""Exports"",""EU-28"",202,7930209,""Other countries"""
"2012,""Exports"",""EU-28"",202,7656605,""Other countries"""
"2012,""Exports"",""EU-28"",202,7135777,""Other countries"""
"2012,""Exports"",""EU-28"",202,8492870,""Other countries"""
"2012,""Exports"",""EU-28"",202,8551242,""Other countries"""
"2012,""Exports"",""EU-28"",202,11472826,""Other countries"""
"2012,""Exports"",""EU-28"",202,19016301,""Other countries"""
"2012,""Exports"",""EU-28"",202,14096942,""Other countries"""
"2012,""Exports"",""EU-28"",202,9111818,""Other countries"""
"2012,""Exports"",""Canada"",202,987253,""Other countries"""
"2012,""Exports"",""Canada"",202,410351,""Other countries"""
"2012,""Exports"",""Canada"",202,734969,""Other countries"""
"2012,""Exports"",""Canada"",202,262459,""Other countries"""
"2012,""Exports"",""Canada"",202,895800,""Other countries"""
"2012,""Exports"",""Canada"",202,284928,""Other countries"""
"2012,""Exports"",""Canada"",202,719281,""Other countries"""
"2012,""Imports"",""Canada"",202,421285,""Other countries"""
"2012,""Exports"",""Canada"",202,392950,""Other countries"""
"2012,""Exports"",""Canada"",202,271727,""Other countries"""
"2012,""Exports"",""Canada"",202,364805,""Other countries"""
"2012,""Exports"",""Chile"",202,64699,""Other countries"""
"2012,""Exports"",""Denmark"",202,92335,""Other countries"""
"2012,""Exports"",""Denmark"",202,1297499,""Other countries"""
"2012,""Exports"",""Denmark"",202,888414,""Other countries"""
